-- seat id follows pattern: S_MonthDayYear_Time_Theatre_Movie_Seat#,,,,
('S_112622_11_002_002_19','S_D01','ST_002', false), 
('S_112622_11_002_002_20','S_D02','ST_002', false), 
('S_112622_11_002_002_21','S_D03','ST_002', false), 
('S_112622_11_002_002_22','S_D04','ST_002', false), 
('S_112622_11_002_002_23','S_D05','ST_002', false), 
('S_112622_11_002_002_24','S_D06','ST_002', false), 
('S_112622_11_002_002_25','S_D07','ST_002', false), 
('S_112622_11_002_002_26','S_D08','ST_002', false), 
('S_112622_11_002_002_27','S_D09','ST_002', false), 
('S_112622_11_002_002_28','S_D10','ST_002', false), 
-- Third Showing,,,, 
('S_112622_9_003_003_1','S_A01','ST_003', false), 
('S_112622_9_003_003_2','S_A02','ST_003', false), 
('S_112622_9_003_003_3','S_A03','ST_003', false), 
('S_112622_9_003_003_4','S_A04','ST_003', true), 
('S_112622_9_003_003_5','S_A05','ST_003', false), 
('S_112622_9_003_003_6','S_A06','ST_003', false), 
('S_112622_9_003_003_7','S_A07','ST_003', false), 
('S_112622_9_003_003_8','S_A08','ST_003', false), 
('S_112622_9_003_003_9','S_A09','ST_003', false), 
('S_112622_9_003_003_10','S_A10','ST_003', false), 
('S_112622_9_003_003_11','S_B01','ST_003', false), 
('S_112622_9_003_003_12','S_B02','ST_003', false), 
('S_112622_9_003_003_13','S_B03','ST_003', false), 
('S_112622_9_003_003_14','S_B04','ST_003', false), 
('S_112622_9_003_003_15','S_C01','ST_003', false), 
('S_112622_9_003_003_16','S_C02','ST_003', false), 
('S_112622_9_003_003_17','S_C03','ST_003', false), 
('S_112622_9_003_003_18','S_C04','ST_003', false), 
('S_112622_9_003_003_19','S_D01','ST_003', false), 
('S_112622_9_003_003_20','S_D02','ST_003', false), 
('S_112622_9_003_003_21','S_D03','ST_003', false), 
('S_112622_9_003_003_22','S_D04','ST_003', false), 
('S_112622_9_003_003_23','S_D05','ST_003', false), 
('S_112622_9_003_003_24','S_D06','ST_003', false), 
('S_112622_9_003_003_25','S_D07','ST_003', false), 
('S_112622_9_003_003_26','S_D08','ST_003', false), 
('S_112622_9_003_003_27','S_D09','ST_003', true), 
('S_112622_9_003_003_28','S_D10','ST_003', true), 
-- Fourth Showing,,,, 
('S_112622_13_003_002_1','S_A01','ST_004', false), 
('S_112622_13_003_002_2','S_A02','ST_004', false), 
('S_112622_13_003_002_3','S_A03','ST_004', false), 
('S_112622_13_003_002_4','S_A04','ST_004', false), 
('S_112622_13_003_002_5','S_A05','ST_004', false), 
('S_112622_13_003_002_6','S_A06','ST_004', false), 
('S_112622_13_003_002_7','S_A07','ST_004', true), 
('S_112622_13_003_002_8','S_A08','ST_004', false), 
('S_112622_13_003_002_9','S_A09','ST_004', false), 
('S_112622_13_003_002_10','S_A10','ST_004', false), 
('S_112622_13_003_002_11','S_B01','ST_004', false), 
('S_112622_13_003_002_12','S_B02','ST_004', false), 
('S_112622_13_003_002_13','S_B03','ST_004', false), 
('S_112622_13_003_002_14','S_B04','ST_004', false), 
('S_112622_13_003_002_15','S_C01','ST_004', false), 
('S_112622_13_003_002_16','S_C02','ST_004', false), 
('S_112622_13_003_002_17','S_C03','ST_004', false), 
('S_112622_13_003_002_18','S_C04','ST_004', false), 
('S_112622_13_003_002_19','S_D01','ST_004', false), 
('S_112622_13_003_002_20','S_D02','ST_004', false), 
('S_112622_13_003_002_21','S_D03','ST_004', false), 
('S_112622_13_003_002_22','S_D04','ST_004', false), 
('S_112622_13_003_002_23','S_D05','ST_004', false), 
('S_112622_13_003_002_24','S_D06','ST_004', false), 
('S_112622_13_003_002_25','S_D07','ST_004', false), 
('S_112622_13_003_002_26','S_D08','ST_004', false), 
('S_112622_13_003_002_27','S_D09','ST_004', true), 
('S_112622_13_003_002_28','S_D10','ST_004', true), 
-- Fifth Showing,,,, 
('S_121022_9_002_004_1','S_A01','ST_005', false), 
('S_121022_9_002_004_2','S_A02','ST_005', false), 
('S_121022_9_002_004_3','S_A03','ST_005', false), 
('S_121022_9_002_004_4','S_A04','ST_005', false), 
('S_121022_9_002_004_5','S_A05','ST_005', false), 
('S_121022_9_002_004_6','S_A06','ST_005', false), 
('S_121022_9_002_004_7','S_A07','ST_005', false), 
('S_121022_9_002_004_8','S_A08','ST_005', false), 
('S_121022_9_002_004_9','S_A09','ST_005', false), 
('S_121022_9_002_004_10','S_A10','ST_005', false), 
('S_121022_9_002_004_11','S_B01','ST_005', false), 
('S_121022_9_002_004_12','S_B02','ST_005', false), 
('S_121022_9_002_004_13','S_B03','ST_005', false), 
('S_121022_9_002_004_14','S_B04','ST_005', false), 
('S_121022_9_002_004_15','S_C01','ST_005', true), 
('S_121022_9_002_004_16','S_C02','ST_005', true), 
('S_121022_9_002_004_17','S_C03','ST_005', false), 
('S_121022_9_002_004_18','S_C04','ST_005', false), 
('S_121022_9_002_004_19','S_D01','ST_005', false), 
('S_121022_9_002_004_20','S_D02','ST_005', false), 
('S_121022_9_002_004_21','S_D03','ST_005', false), 
('S_121022_9_002_004_22','S_D04','ST_005', false), 
('S_121022_9_002_004_23','S_D05','ST_005', false), 
('S_121022_9_002_004_24','S_D06','ST_005', false), 
('S_121022_9_002_004_25','S_D07','ST_005', false), 
('S_121022_9_002_004_26','S_D08','ST_005', true), 
('S_121022_9_002_004_27','S_D09','ST_005', false), 
('S_121022_9_002_004_28','S_D10','ST_005', false),
-- Sixth Showing,,,,
('S_112622_9_001_002_01','S_A01','ST_006', true), 
('S_112622_9_001_002_02','S_A02','ST_006', false), 
('S_112622_9_001_002_03','S_A03','ST_006', false), 
('S_112622_9_001_002_04','S_A04','ST_006', false), 
('S_112622_9_001_002_05','S_A05','ST_006', false), 
('S_112622_9_001_002_06','S_A06','ST_006', false), 
('S_112622_9_001_002_07','S_A07','ST_006', true), 
('S_112622_9_001_002_08','S_A08','ST_006', false), 
('S_112622_9_001_002_09','S_A09','ST_006', false), 
('S_112622_9_001_002_10','S_A10','ST_006', false), 
('S_112622_9_001_002_11','S_B01','ST_006', false), 
('S_112622_9_001_002_12','S_B02','ST_006', false), 
('S_112622_9_001_002_13','S_B03','ST_006', false), 
('S_112622_9_001_002_14','S_B04','ST_006', false), 
('S_112622_9_001_002_15','S_C01','ST_006', false), 
('S_112622_9_001_002_16','S_C02','ST_006', false), 
('S_112622_9_001_002_17','S_C03','ST_006', false), 
('S_112622_9_001_002_18','S_C04','ST_006', false), 
('S_112622_9_001_002_19','S_D01','ST_006', false), 
('S_112622_9_001_002_20','S_D02','ST_006', true), 
('S_112622_9_001_002_21','S_D03','ST_006', false), 
('S_112622_9_001_002_22','S_D04','ST_006', false), 
('S_112622_9_001_002_23','S_D05','ST_006', false), 
('S_112622_9_001_002_24','S_D06','ST_006', false), 
('S_112622_9_001_002_25','S_D07','ST_006', false), 
('S_112622_9_001_002_26','S_D08','ST_006', false), 
('S_112622_9_001_002_27','S_D09','ST_006', false), 
('S_112622_9_001_002_28','S_D10','ST_006', false);
